accidentnum,accidentdate,accident_year,accident_month,accident_hour,accident_weekday,latitude,latitude_new,latitude_use,longitude,longitude_new,longitude_use,xcoord,ycoord,accidentlocation,classificationofaccident,impactlocation,initialimpacttype,trafficcontrol,pedestrianinvolved,cyclistinvolved,environmentcondition1,xmlimportnotes
19019971,1/25/2019 7:00:00 AM,2019,1,7,Friday,43.433826,43.433817028624404,43.433826,-80.430812,-80.43080849138083,-80.430812,546066.17929,4809148.59038,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 164 THALER AVE; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: HOND     Model: AXL     Colour: BLK     Style: 2D
19019980,1/25/2019 9:15:00 AM,2019,1,9,Friday,43.442189,43.442180906308174,43.442189,-80.536117,-80.53611332231971,-80.536117,537538.39722,4810024.63182,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: WESTWOOD DR (IFO 313); Road 2: INADALE CT; Distance: 30.0 M E; Vehicle #1     Make: CHEV     Model: SIL     Colour: RED     Style: PK; Vehicle #2     Make: CHEV     Model: CZT     Colour: GRY     Style: 4D
19020082,1/25/2019 8:15:00 AM,2019,1,8,Friday,43.410634,43.41062578737843,43.410634,-80.400473,-80.40046929744764,-80.400473,548540.14096,4806590.26177,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,Road 1: DEER RIDGE DR; Road 2: KING ST E; Vehicle #1     Make: HYUN     Model: ESS     Colour: GRY     Style: 4D; Vehicle #2     Make: TOYT     Model: RV4     Colour: WHI     Style: TY
19020269,1/25/2019 1:15:00 PM,2019,1,13,Friday,43.437455,43.43744606274326,43.437455,-80.511485,-80.5114810777412,-80.511485,539534.76044,4809510.18578,At/near private drive,Non-reportable,Thru lane,Angle,No control,FALSE,FALSE,Clear,Road 1: 370 HIGHLAND RD W; Vehicle #1     Make: HYUN     Model: EGM     Colour: RED     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
19020275,1/25/2019 1:50:00 PM,2019,1,13,Friday,43.448373,43.44836439957989,43.448373,-80.484051,-80.48404724305335,-80.484051,541747.41497,4810736.12665,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Snow,Road 1: EBY ST N; Road 2: MARKET LN; Vehicle #1     Make: HOND     Model: ULX     Colour: RED     Style: 2D; Vehicle #2     Make: DODG     Model: CAR     Colour: BLK     Style: VN
19020290,1/25/2019 12:30:00 PM,2019,1,12,Friday,43.442295,43.44228630077509,43.442295,-80.531431,-80.53142719444355,-80.531431,537917.54028,4810038.45848,At/near private drive,P.D. only,Off highway,SMV unattended vehicle,No control,FALSE,FALSE,Snow,Road 1: 127 MARKWOOD DR; Vehicle #1     Make: DODG     Model: CHA     Colour: SIL     Style: 4D; Vehicle #2     Make: KIA     Model: CRO     Colour: WHI     Style: 4B
19020356,1/25/2019 3:45:00 PM,2019,1,15,Friday,43.429766,43.42975745836275,43.429766,-80.488832,-80.48882848951584,-80.488832,541373.22477,4808667.3089,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: HOFFMAN ST; Road 2: HOMER WATSON BV; Distance: 30.0 M N; Vehicle #1     Make: KIA     Model: SOR     Colour: RED     Style: TY; Vehicle #2     Make: MAZD     Model: M3I     Colour: WHI     Style: 4B
19020491,1/26/2019 6:25:00 PM,2019,1,18,Saturday,43.448241,43.448232837555,43.448241,-80.440386,-80.44038274464722,-80.440386,545280.55568,4810744.32162,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Snow,Road 1: 60 CONWAY DR (50 km/h); Road 2: CONWAY DR; Distance: 20.0 K E; Vehicle #1     Make: JEEP     Model: GCK     Colour: BLK     Style: TY; Vehicle #2     Make: GMC     Model: SIE     Colour: BLU     Style: PK
19020523,1/25/2019 7:30:00 PM,2019,1,19,Friday,43.404182,43.40417370649715,43.404182,-80.503316,-80.50331186581194,-80.503316,540217.89577,4805818.97467,At intersection,P.D. only,Within intersection,Angle,unknown,FALSE,FALSE,Snow,Road 1: COMMONWEALTH ST; Road 2: MAX BECKER DR; Vehicle #1     Make: TOYT     Model: MTL     Colour: BLK     Style: 4D; Vehicle #2     Make: FORD     Model: COF     Colour: WHI     Style: PK
19021078,1/26/2019 1:00:00 PM,2019,1,13,Saturday,43.441444,43.44143557380273,43.441444,-80.419478,-80.41947445445271,-80.419478,546977.58025,4810001.01197,At/near private drive,P.D. only,Right shoulder,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 53 BRIARFIELD ST (50 km/h); Road 2: BRIARFIELD ST; Distance: 1.0 M W; Vehicle #1     Make: TOYT     Model: CHB     Colour: SIL     Style: 4D; Vehicle #2     Make: FORD     Model: COF     Colour: BLU     Style: CW
19021761,1/27/2019 8:45:00 AM,2019,1,8,Sunday,43.40137,43.401361705271945,43.40137,-80.432974,-80.43297034023165,-80.432974,545915.73259,4805543.01499,Intersection related,P.D. only,Thru lane,SMV other,Stop sign,FALSE,FALSE,Snow,Road 1: HURON RD; Road 2: MILL PARK DR; Vehicle #1     Make: HOND     Model: UAX     Colour: GRN     Style: 4D
19021871,1/27/2019 3:30:00 PM,2019,1,15,Sunday,43.437493,43.43748480869404,43.437493,-80.498617,-80.49861361818778,-80.498617,540576.07119,4809520.67401,At intersection,P.D. only,Thru lane,Approaching,Stop sign,FALSE,FALSE,Clear,Road 1: PLEASANT AVE (50 km/h); Road 2: BINSCARTH RD (50 km/h); Distance: 5.0 M W; Vehicle #1     Make: VOLK     Model: GLF     Colour: SIL     Style: 4B; Vehicle #2     Make: NISS     Model: ATS     Colour: BLK     Style: 4D
19021979,1/27/2019 6:00:00 PM,2019,1,18,Sunday,43.38975,43.389741859792146,43.38975,-80.421666,-80.42166183178105,-80.421666,546840.40033,4804258.8467,At intersection,P.D. only,Thru lane,Rear end,Traffic signal,FALSE,FALSE,Clear,Road 1: DOON VILLAGE RD; Road 2: DOON S DR; Distance: 10.0 M S; Vehicle #1     Make: STRN     Model: SI2     Colour: BLU     Style: 2D; Vehicle #2     Make: HOND     Model: CRV     Colour: BLU     Style: TY
19022550,1/28/2019 1:30:00 PM,2019,1,13,Monday,43.465272,43.46526329316355,43.465272,-80.496672,-80.49666823657331,-80.496672,540714.86779,4812606.62756,Non intersection,P.D. only,Right shoulder,SMV other,No control,FALSE,FALSE,Clear,Road 1: MARGARET AVE; Road 2: HARTWOOD AVE; Distance: 100.0 M E; Vehicle #1     Make: MAZD     Model: TRI     Colour: SIL     Style: TY
19022599,1/28/2019 2:17:00 PM,2019,1,14,Monday,43.422372,43.42236371201672,43.422372,-80.443656,-80.44365211979621,-80.443656,545035.19935,4807869.60043,Intersection related,Non-reportable,Thru lane,Rear end,Traffic signal,FALSE,FALSE,Snow,Road 1: WILSON AVE; Road 2: KINGSWAY DR; Vehicle #1     Make: TOYT     Model: PRI     Colour: BLU     Style: 4B; Vehicle #2     Make:      Model:      Colour:      Style:
19022645,1/28/2019 10:30:00 AM,2019,1,10,Monday,43.496358,43.496349966437194,43.496358,-80.475391,-80.47538718670586,-80.475391,542414.55721,4816069.67217,Non intersection,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: HAWKSWOOD DR; Road 2: RIVERLINK WAY; Distance: 20.0 M S; Vehicle #1     Make: HYUN     Model: ASE     Colour: GRY     Style: 4B; Vehicle #2     Make: TOYT     Model: RV4     Colour: WHI     Style: TY
19022688,1/28/2019 5:30:00 PM,2019,1,17,Monday,43.412654,43.41264524291784,43.412654,-80.491845,-80.49184105764823,-80.491845,541140.9787,4806765.39065,Intersection related,P.D. only,Thru lane,Rear end,unknown,FALSE,FALSE,Snow,Road 1: BLOCK LINE RD; Road 2: LAURENTIAN DR; Vehicle #1     Make: STRN     Model: SI3     Colour: GRY     Style: 4D; Vehicle #2     Make: DODG     Model: JOU     Colour: ONG     Style: TY
19022744,1/28/2019 4:35:00 PM,2019,1,16,Monday,43.422098,43.42208900724472,43.422098,-80.443258,-80.44325405816636,-80.443258,545067.62544,4807839.30774,At railway crossing,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Snow,Road 1: WILSON AVE (NEAR RAILWAY CROSSING); Road 2: KINGSWAY DR; Vehicle #1     Make: HYUN     Model: ESM     Colour: BLK     Style: 4D; Vehicle #2     Make: MAZD     Model: 3TR     Colour: RED     Style: 4D
19023077,1/29/2019 6:30:00 AM,2019,1,6,Tuesday,43.47175,43.47174156820542,43.47175,-80.448936,-80.44893270292172,-80.448936,544571.47507,4813350.53218,At/near private drive,P.D. only,Thru lane,Sideswipe,No control,FALSE,FALSE,Clear,Road 1: BINGEMANS CENTRE DR (IFO 460); Road 2: SHIRLEY DR; Distance: 500.0 M W; Vehicle #1     Make: FORD     Model: DRW     Colour: WHI     Style: CB; Vehicle #2     Make: HOND     Model: CRV     Colour: SIL     Style: TY
19023305,1/28/2019 5:30:00 PM,2019,1,17,Monday,43.41844,43.41843166366863,43.41844,-80.4827,-80.4826958776517,-80.4827,541877.39363,4807412.56484,Non intersection,P.D. only,Thru lane,Sideswipe,No control,FALSE,FALSE,Snow,Road 1: STRASBURG RD; Road 2: SELKIRK DR; Distance: 30.0 M N; Vehicle #1     Make: DODG     Model: CAR     Colour: BGE     Style: VN; Vehicle #2     Make: HOND     Model: UCD     Colour: SIL     Style: 4D
19023319,1/28/2019 4:30:00 PM,2019,1,16,Monday,43.405076,43.4050678740784,43.405076,-80.501357,-80.5013534313012,-80.501357,540375.88074,4805919.22422,At intersection,Non-reportable,Thru lane,Rear end,unknown,FALSE,FALSE,Clear,Road 1: MAX BECKER DR; Road 2: FISCHER-HALLMAN RD; Distance: 5.0 M W; Vehicle #1     Make: TOYT     Model: SIE     Colour: GRY     Style: VN; Vehicle #2     Make: INFI     Model: XTR     Colour: BLU     Style: TY
19023423,1/29/2019 9:13:00 AM,2019,1,9,Tuesday,43.4216,43.421591318285174,43.4216,-80.456594,-80.45659065277196,-80.456594,543988.40954,4807776.91145,At intersection,P.D. only,Within intersection,Angle,unknown,FALSE,FALSE,Clear,Road 1: VANIER DR; Road 2: SIEBERT AVE; Vehicle #1     Make: HYUN     Model: VEL     Colour: WHI     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
19023439,1/29/2019 3:20:00 PM,2019,1,15,Tuesday,43.395836,43.395827986789314,43.395836,-80.422705,-80.42270093630302,-80.422705,546751.5629,4804934.16626,Non intersection,P.D. only,Thru lane,SMV other,No control,FALSE,FALSE,Drifting Snow,Road 1: MILL PARK DR; Vehicle #1     Make: SUBA     Model: FOR     Colour: GRN     Style: 4W
19023489,1/25/2019 8:00:00 AM,2019,1,8,Friday,43.442415,43.442406708934044,43.442415,-80.41435,-80.41434634653997,-80.41435,547391.80232,4810111.76757,Intersection related,P.D. only,Thru lane,SMV other,Stop sign,FALSE,FALSE,Clear,Road 1: TREMAINE DR; Vehicle #1     Make: JEEP     Model: WUL     Colour: BRN     Style: TY
19023506,1/29/2019 5:05:00 PM,2019,1,17,Tuesday,43.405509,43.405500743771924,43.405509,-80.474248,-80.47424436927805,-80.474248,542570.62726,4805980.78144,Intersection related,Non-reportable,Thru lane,Angle,Stop sign,FALSE,FALSE,Snow,Road 1: STRASBURG RD; Road 2: SHOEMAKER ST; Vehicle #1     Make: MAZD     Model: CX5     Colour: GRY     Style: TY; Vehicle #2     Make: HYUN     Model: CAS     Colour: SIL     Style: 2B
19023513,1/29/2019 5:20:00 PM,2019,1,17,Tuesday,43.420088,43.42007979005639,43.420088,-80.442451,-80.4424477441697,-80.442451,545134.38784,4807616.60678,Non intersection,P.D. only,Thru lane,Angle,No control,FALSE,FALSE,Clear,Road 1: 509 WILSON AVE (NEAR BABIES R U PARKING ENTRACE); Vehicle #1     Make: VOLK     Model: TIG     Colour: BLU     Style: TY; Vehicle #2     Make: HINO     Model: 338     Colour: WHI     Style: FV
19023561,1/29/2019 8:10:00 AM,2019,1,8,Tuesday,43.394437,43.3944285585173,43.394437,-80.464208,-80.46420429957004,-80.464208,543391.47768,4804756.31983,Intersection related,Non-reportable,Thru lane,Rear end,unknown,FALSE,FALSE,Clear,Road 1: HURON RD; Road 2: TEMPLEWOOD DR; Distance: 5.0 M S; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: KIA     Model: SED     Colour: SIL     Style: VN
19023839,1/30/2019 7:00:00 AM,2019,1,7,Wednesday,43.396464,43.39645595205693,43.396464,-80.430385,-80.43038164007226,-80.430385,546129.07688,4804999.62848,At intersection,Non-fatal injury,Within intersection,SMV other,Stop sign,TRUE,FALSE,Clear,Road 1: PIONEER DR (50 km/h); Road 2: GREEN VALLEY DR (50 km/h); Distance:  K; Vehicle #1     Make:      Model: -     Colour:      Style: ; Vehicle #2     Make:      Model: -     Colour:      Style:
19024073,1/30/2019 10:00:00 AM,2019,1,10,Wednesday,43.458026,43.45801728062397,43.458026,-80.482377,-80.48237338435382,-80.482377,541876.19139,4811808.99048,At intersection,P.D. only,Within intersection,Angle,unknown,FALSE,FALSE,Clear,Road 1: LANCASTER ST E; Road 2: QUEEN ST N; Vehicle #1     Make: HYUN     Model: SFT     Colour: WHI     Style: TY; Vehicle #2     Make: HYUN     Model: SHL     Colour: GRY     Style: 4D
19024157,1/29/2019 6:43:00 PM,2019,1,18,Tuesday,43.400951,43.40094227763174,43.400951,-80.526352,-80.52634820861853,-80.526352,538354.63007,4805449.25026,Non intersection,Non-reportable,Right shoulder,SMV unattended vehicle,No control,FALSE,FALSE,Snow,Road 1: GRAVEL RIDGE TRAIL; Road 2: ELIZA AVE; Distance: 120.0 M N; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: PONT     Model: GAS     Colour: WHI     Style: 4D
19024361,1/30/2019 6:10:00 PM,2019,1,18,Wednesday,43.439312,43.439303896097854,43.439312,-80.433415,-80.43341089763453,-80.433415,545851.41606,4809756.51075,Intersection related,P.D. only,Not on roadway - left side,Turning movement,Traffic signal,FALSE,FALSE,Clear,Road 1: RIVER RD E; Road 2: OLD CHICOPEE DR; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: FORD     Model: RNG     Colour: BLU     Style: PK
19024366,1/26/2019 2:15:00 PM,2019,1,14,Saturday,43.449253,43.44924491686069,43.449253,-80.494136,-80.49413243412869,-80.494136,540930.79441,4810828.91028,Non intersection,P.D. only,Thru lane,Sideswipe,No control,FALSE,FALSE,Clear,Road 1: JOSEPH ST; Road 2: GAUKEL ST; Vehicle #1     Make: HOND     Model: UCL     Colour: SIL     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
19024735,1/31/2019 8:03:00 AM,2019,1,8,Thursday,43.394583,43.3945741129209,43.394583,-80.467802,-80.4677985977021,-80.467802,543100.28938,4804770.62068,At/near private drive,P.D. only,Left turn lane,Sideswipe,No control,FALSE,FALSE,Clear,Road 1: 1825 STRASBURG RD (50 km/h); Road 2: STRASBURG RD; Distance: 1.0 M S; Vehicle #1     Make: CHEV     Model: SSC     Colour: BLK     Style: 2D; Vehicle #2     Make: CHEV     Model: VTL     Colour: BLU     Style: 4B
19024754,1/31/2019 8:32:00 AM,2019,1,8,Thursday,43.464483,43.46447430378702,43.464483,-80.50069,-80.50068641314907,-80.50069,540390.35945,4812517.04785,At intersection,P.D. only,Within intersection,Angle,Stop sign,FALSE,FALSE,Clear,Road 1: HARTWOOD AVE (50 km/h); Road 2: ELLIS AVE (50 km/h); Vehicle #1     Make: BMW     Model: MI5     Colour: BLK     Style: 2D; Vehicle #2     Make: PONT     Model: TOR     Colour: BRN     Style: TY
19024765,1/31/2019 8:30:00 AM,2019,1,8,Thursday,43.409444,43.40943581529127,43.409444,-80.440803,-80.44079958352076,-80.440803,545275.73761,4806435.41599,Intersection related,Non-reportable,Right turn channel,Sideswipe,Stop sign,FALSE,FALSE,Snow,Road 1: WILSON AVE; Road 2: WABANAKI DR; Vehicle #1     Make: TOYT     Model: CTR     Colour: GRY     Style: 4B; Vehicle #2     Make: TOYT     Model: CH4     Colour: GRY     Style: 4D
19024783,1/31/2019 9:10:00 AM,2019,1,9,Thursday,43.451119,43.45111021396179,43.451119,-80.519189,-80.51918552059803,-80.519189,538902.4989,4811024.06137,At intersection,Non-reportable,Within intersection,Angle,Stop sign,FALSE,FALSE,Clear,Road 1: GLASGOW ST; Road 2: MARINA RD; Vehicle #1     Make: FORD     Model: SPE     Colour: RED     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style:
19024788,1/31/2019 9:10:00 AM,2019,1,9,Thursday,43.39174,43.39173151065549,43.39174,-80.440482,-80.44047837678187,-80.440482,545314.93732,4804469.41396,Intersection related,P.D. only,Thru lane,Sideswipe,unknown,FALSE,FALSE,Clear,Road 1: BECHTEL DR; Road 2: DOON VILLAGE RD; Vehicle #1     Make: NISS     Model: A2B     Colour: BLK     Style: 4D; Vehicle #2     Make: LEXS     Model: RX5     Colour: GRY     Style: TY
19024839,1/31/2019 10:20:00 AM,2019,1,10,Thursday,43.456352,43.45634310299974,43.456352,-80.497142,-80.49713799607574,-80.497142,540682.84934,4811615.74386,At intersection,P.D. only,Within intersection,Angle,unknown,FALSE,FALSE,Clear,Road 1: WELLINGTON ST N; Road 2: DUKE ST W; Vehicle #1     Make: HOND     Model: UCL     Colour: SIL     Style: 4D; Vehicle #2     Make: GMC     Model: SIE     Colour: RED     Style: PK
19025521,2/1/2019 9:49:00 PM,2019,2,21,Friday,43.407152,43.4071436609871,43.407152,-80.394671,-80.39466727140145,-80.394671,549012.70241,4806206.94302,Non intersection,Non-reportable,Thru lane,Rear end,No control,FALSE,FALSE,Clear,Road 1: SPORTSWORLD DR; Road 2: KING ST E; Distance: 80.0 M N; Vehicle #1     Make: TOYT     Model: RV4     Colour: GRY     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style:
19025547,2/1/2019 8:00:00 AM,2019,2,8,Friday,43.41304,43.41303141628943,43.41304,-80.408638,-80.4086338405403,-80.408638,547877.21403,4806852.70164,Non intersection,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: GRAND HILL DR (@ THE END OF DRIVEWAY FOR 54 GRAND HILL); Road 2: THE KIRKSWAY; Distance: 120.0 M W; Vehicle #1     Make: HOND     Model: CVT     Colour: BLU     Style: 4D; Vehicle #2     Make: JEEP     Model: CMP     Colour: WHI     Style: TY
19025641,2/1/2019 8:55:00 AM,2019,2,8,Friday,43.401312,43.4013037019282,43.401312,-80.502749,-80.50274508051177,-80.502749,540265.69041,4805500.51587,Non intersection,Non-reportable,Thru lane,Sideswipe,No control,FALSE,FALSE,Clear,Road 1: COMMONWEALTH CRESCENT; Vehicle #1     Make: DODG     Model: CAR     Colour: GRY     Style: VN; Vehicle #2     Make: HYUN     Model: SFT     Colour: GRY     Style: TY
19025827,2/1/2019 1:30:00 PM,2019,2,13,Friday,43.419574,43.41956542034308,43.419574,-80.442295,-80.44229094456794,-80.442295,545147.46314,4807559.56745,At/near private drive,P.D. only,Thru lane,Angle,No control,FALSE,FALSE,Clear,Road 1: WILSON AVE (IFO 696 WILSON AVE); Road 2: FAIRWAY RD S; Vehicle #1     Make: BMW     Model: 52X     Colour: SIL     Style: 4D; Vehicle #2     Make: MAZD     Model: 3TR     Colour: SIL     Style: 4D
19025830,2/1/2019 1:45:00 PM,2019,2,13,Friday,43.468018,43.46800939530541,43.468018,-80.474913,-80.47490880283043,-80.474913,542473.08388,4812922.47028,At intersection,P.D. only,Within intersection,Angle,Stop sign,FALSE,FALSE,Clear,Road 1: SPRING VALLEY RD; Road 2: 111 TORYORK DR; Vehicle #1     Make: FORD     Model: FPH     Colour: BLK     Style: 4D; Vehicle #2     Make: FORD     Model: TST     Colour: WHI     Style: FV
19026075,2/1/2019 8:58:00 PM,2019,2,20,Friday,43.452092,43.452083442806035,43.452092,-80.4957,-80.49569662739978,-80.4957,540802.32384,4811143.38207,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,Road 1: KING ST W; Road 2: WATER ST S; Distance: 100.0 M W; Vehicle #1     Make: HYUN     Model: TUC     Colour: BLK     Style: TY; Vehicle #2     Make: DODG     Model: JOU     Colour: BLK     Style: TY
19026084,2/1/2019 4:30:00 PM,2019,2,16,Friday,43.445251,43.4452426258779,43.445251,-80.479075,-80.47907124891968,-80.479075,542152.20717,4810391.93647,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,Road 1: PANDORA AVE S; Road 2: KING ST EAST KITCHENER; Distance: 15.0 M E; Vehicle #1     Make: TOYT     Model: CHR     Colour: BLU     Style: 4W; Vehicle #2     Make: TOYT     Model: CBA     Colour: WHI     Style: 4D
19026270,2/1/2019 6:40:00 PM,2019,2,18,Friday,43.450739,43.450730705116875,43.450739,-80.439325,-80.43932115561641,-80.439325,545364.58571,4811022.30571,At intersection,P.D. only,Thru lane,Rear end,unknown,FALSE,FALSE,Clear,Road 1: OLD CHICOPEE DR (50 km/h); Road 2: HOLBORN DR (50 km/h); Vehicle #1     Make: HOND     Model: UCL     Colour: SIL     Style: 2D; Vehicle #2     Make: TOYT     Model: YAR     Colour: BLU     Style: 4B
19026625,1/30/2019 10:00:00 AM,2019,1,10,Wednesday,43.402256,43.40224785146574,43.402256,-80.508204,-80.50819978423465,-80.508204,539823.37153,4805602.75012,Non intersection,Non-reportable,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 1122 COPPER LEAF CRESCENT (IN FRONT OF 1122 COPPER LEAF CRESCENT); Road 2: MAX BECKER DR; Distance: 50.0 M W; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: HYUN     Model: EGM     Colour: RED     Style: 4D
19027109,2/2/2019 10:00:00 PM,2019,2,22,Saturday,43.428123,43.428114100319156,43.428123,-80.51327,-80.51326658090365,-80.51327,539396.31643,4808472.96085,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: FOREST HILL DR (IFO 377 FOREST HILL DR); Road 2: DEERPARK CRESCENT; Distance: 30.0 M N; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: MAZD     Model: M3I     Colour: GRY     Style: 4D
19027470,1/26/2019 1:15:00 PM,2019,1,13,Saturday,43.445766,43.44575789101346,43.445766,-80.525867,-80.52586307532664,-80.525867,538365.60287,4810426.55055,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: 69 WESTWOOD DR; Vehicle #1     Make: FORD     Model: FSL     Colour: RED     Style: VN; Vehicle #2     Make: ACUR     Model: RLA     Colour: GRY     Style: 4D
19027552,2/1/2019 3:30:00 PM,2019,2,15,Friday,43.445769,43.44576056625389,43.445769,-80.441382,-80.44137792252593,-80.441382,545201.87322,4810469.21743,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,Road 1: RIVER RD E; Road 2: BRADLEY DR; Distance: 20.0 M N; Vehicle #1     Make: HOND     Model: CTU     Colour: SIL     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
19027587,2/3/2019 3:00:00 PM,2019,2,15,Sunday,43.442834,43.442825206117476,43.442834,-80.473783,-80.47377956522585,-80.473783,542582.09279,4810126.15535,At intersection,P.D. only,Within intersection,Angle,Traffic signal,FALSE,FALSE,Clear,Road 1: KING ST E; Road 2: BORDEN AVE S; Vehicle #1     Make: MERZ     Model: MS6     Colour: WHI     Style: TY; Vehicle #2     Make: HOND     Model: UCC     Colour: SIL     Style: 2B
19027721,2/3/2019 4:30:00 PM,2019,2,16,Sunday,43.464055,43.46404681463401,43.464055,-80.460757,-80.46075299843798,-80.460757,543620.95649,4812489.71199,Other,P.D. only,Off highway,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 49 TURNER AVE (DRIVEWAY); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: JEEP     Model: CHK     Colour: BLU     Style: TY
19027870,2/3/2019 8:58:00 PM,2019,2,20,Sunday,43.444065,43.44405637522902,43.444065,-80.519424,-80.51942017746211,-80.519424,538888.03164,4810240.57196,Non intersection,P.D. only,Thru lane,Approaching,No control,FALSE,FALSE,Clear,Road 1: 111 BRYBECK CRES (40 km/h); Road 2: BRYBECK CRES; Distance: 5.0 M N; Vehicle #1     Make: HYUN     Model: SAN     Colour: GRY     Style: TY; Vehicle #2     Make: TOYT     Model: ECH     Colour: GRY     Style: 4D
19028265,2/3/2019 10:00:00 AM,2019,2,10,Sunday,43.434583,43.4345745888582,43.434583,-80.464287,-80.46428285713452,-80.464287,543356.46459,4809214.76274,At/near private drive,P.D. only,Not on roadway - right side,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: CARWOOD CRESCENT; Road 2: DOON RD; Distance: 100.0 M W; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: DODG     Model: CAR     Colour: GRY     Style: VN
19028317,2/1/2019 12:14:00 PM,2019,2,12,Friday,43.403959,43.40395045804136,43.403959,-80.51116,-80.51115646998636,-80.51116,539582.84593,4805790.42761,At/near private drive,Non-reportable,Off highway,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: DONNENWERTH DR (IFO 2 DONNENWERTH DR); Road 2: BRIDLEWREATH ST; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: TOYT     Model: RV4     Colour: WHI     Style: TY
19028351,2/4/2019 11:05:00 AM,2019,2,11,Monday,43.445604,43.44559511674181,43.445604,-80.441227,-80.44122327568863,-80.441227,545214.50999,4810450.92697,Intersection related,Non-reportable,Thru lane,Other,Stop sign,FALSE,FALSE,Clear,Road 1: BRADLEY DR; Road 2: RIVER RD E; Distance: 10.0 M N; Vehicle #1     Make: MITS     Model: LANC     Colour: WHI     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
19028485,2/4/2019 3:45:00 PM,2019,2,15,Monday,43.396421,43.39641285779956,43.396421,-80.462005,-80.46200145604696,-80.462005,543568.45386,4804977.83726,Intersection related,P.D. only,Thru lane,Rear end,Traffic signal,FALSE,FALSE,Clear,Road 1: HURON RD; Road 2: BATTLER RD; Vehicle #1     Make: RAM     Model: RTR     Colour: RED     Style: PK; Vehicle #2     Make: BMW     Model: BX6     Colour: RED     Style: TY
19029110,2/5/2019 10:02:00 AM,2019,2,10,Tuesday,43.409423,43.409414194600615,43.409423,-80.440803,-80.44079958358226,-80.440803,545275.75371,4806433.01487,At intersection,Non-reportable,Right turn lane,Rear end,Stop sign,FALSE,FALSE,Clear,Road 1: WILSON AVE; Road 2: WABANAKI DR; Vehicle #1     Make: NEWF     Model: XD4     Colour: WHI     Style: BU; Vehicle #2     Make: MERZ     Model: C30     Colour: SIL     Style: 4D
19029115,2/5/2019 10:20:00 AM,2019,2,10,Tuesday,43.43042,43.430412003068206,43.43042,-80.549952,-80.54994839497762,-80.549952,536425.90017,4808711.47279,Non intersection,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: HUCK CRESCENT; Road 2: HIGHGATE RD; Distance: 50.0 M W; Vehicle #1     Make: TOYT     Model: RG4     Colour: GRY     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style:
19029260,2/5/2019 2:47:00 PM,2019,2,14,Tuesday,43.409437,43.409428608376025,43.409437,-80.440823,-80.44081942459448,-80.440823,545274.13654,4806434.60484,At intersection,P.D. only,Within intersection,Angle,Stop sign,FALSE,FALSE,Clear,Road 1: WABANAKI DR; Road 2: WILSON AVE; Vehicle #1     Make: FORD     Model: TST     Colour: WHI     Style: FV; Vehicle #2     Make: TOYT     Model: VEN     Colour: BRN     Style: TY
