table,Note ID,Note,Dimension name,Member Name
35-10-0177-01,153,"The increase observed in 2024 for the Disturb the Peace (3430) violation for Thunder Bay, Ontario, municipal [35299] can be attributed to a correction in reporting practices. The change in reporting results in a more accurate reporting of this violation. The decrease in counts for 2025 is due to a delay in data entry. It is anticipated that corrections will be applied to the revised data for 2025 during the scheduled release in 2027. Comparisons to previous years should be made with caution.",Violations,Disturb the peace
35-10-0177-01,154,"Data for 2025 are missing national security-related incidents from the Royal Canadian Mounted Police (RCMP) from May to December 2025. National security-related incidents may be undercounted, including offences such as terrorism, violent extremism, espionage and sabotage.",Geography,Canada
35-10-0177-01,155,"Beginning part way through 2008, shoplifting has been collected as a distinct violation code for statistical reporting purposes, allowing it to be analyzed separately from other thefts. The classification of an incident as shoplifting is based on information gathered by police through their investigation and reported to the Uniform Crime Reporting Survey. Shoplifting is not a separate offence under the Criminal Code and is included within the broader offence of theft. Additionally, online reporting of shoplifting may also contribute to an increase in police-reported incidents relative to other thefts.",Violations,"Shoplifting over $5,000"
35-10-0177-01,155,"Beginning part way through 2008, shoplifting has been collected as a distinct violation code for statistical reporting purposes, allowing it to be analyzed separately from other thefts. The classification of an incident as shoplifting is based on information gathered by police through their investigation and reported to the Uniform Crime Reporting Survey. Shoplifting is not a separate offence under the Criminal Code and is included within the broader offence of theft. Additionally, online reporting of shoplifting may also contribute to an increase in police-reported incidents relative to other thefts.",Violations,"Shoplifting $5,000 or under"
35-10-0177-01,156,"The increase in '6900 Other Federal Statutes' counts in Alberta in 2025 is due to the increased enforcement and prosecution of Indian Act band by-laws in Tsuut'ina police service (48004). In 2016, Federal Prosecutions ceased prosecuting Indian Act by-law offences, requiring communities to appoint their own prosecutors.",Geography,"Calgary, Alberta [48825]"
35-10-0177-01,156,"The increase in '6900 Other Federal Statutes' counts in Alberta in 2025 is due to the increased enforcement and prosecution of Indian Act band by-laws in Tsuut'ina police service (48004). In 2016, Federal Prosecutions ceased prosecuting Indian Act by-law offences, requiring communities to appoint their own prosecutors.",Violations,Other federal statutes
35-10-0180-01,1,"Incident-based Uniform Crime Reporting Survey (UCR2) data are not available for all respondents. In order to report this level of detail for police services still reporting to the Aggregate Uniform Crime Reporting Survey (UCR) over this time, a process of imputation was applied to derive counts for violations that do not exist on their own in the aggregate survey. For approximately 80% of the aggregate offence codes, there is a 1:1 mapping with a new incident-based violation code. For violations where this was not the case, such as the aggregate other Criminal Code category, it was necessary to estimate (impute) this figure using the distribution of other Criminal Code offences from existing Incident-based UCR2 respondents.",,
35-10-0180-01,2,"During the production of each year's crime statistics, data from the previous year are revised to reflect any updates or changes that have been received from the police services. For more information on the concepts, methods and quality of the data contained in this table, please contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",,
35-10-0180-01,3,"The violent crime category has been expanded under the Incident-based Uniform Crime Reporting Survey (UCR2) to include a number of offences not previously included in the violent crime category, including uttering threats, criminal harassment and forcible confinement. Therefore, total violent crime counts in this table will not match total violent crime counts from the Aggregate Uniform Crime Reporting Survey (UCR).",Violations,Total violent Criminal Code violations
35-10-0180-01,4,"Homicide data are extracted from the Homicide Survey database. For further information, refer to: <a href=""https://www.statcan.gc.ca/imdb-bmdi/3315-eng.htm"" rel=""external noopener noreferrer"" target=""_blank""> Homicide Survey (opens new window)</a>.",Violations,Homicide
35-10-0180-01,4,"Homicide data are extracted from the Homicide Survey database. For further information, refer to: <a href=""https://www.statcan.gc.ca/imdb-bmdi/3315-eng.htm"" rel=""external noopener noreferrer"" target=""_blank""> Homicide Survey (opens new window)</a>.",Violations,"Murder, first degree"
35-10-0180-01,4,"Homicide data are extracted from the Homicide Survey database. For further information, refer to: <a href=""https://www.statcan.gc.ca/imdb-bmdi/3315-eng.htm"" rel=""external noopener noreferrer"" target=""_blank""> Homicide Survey (opens new window)</a>.",Violations,"Murder, second degree"
35-10-0180-01,4,"Homicide data are extracted from the Homicide Survey database. For further information, refer to: <a href=""https://www.statcan.gc.ca/imdb-bmdi/3315-eng.htm"" rel=""external noopener noreferrer"" target=""_blank""> Homicide Survey (opens new window)</a>.",Violations,Manslaughter
35-10-0180-01,4,"Homicide data are extracted from the Homicide Survey database. For further information, refer to: <a href=""https://www.statcan.gc.ca/imdb-bmdi/3315-eng.htm"" rel=""external noopener noreferrer"" target=""_blank""> Homicide Survey (opens new window)</a>.",Violations,Infanticide
35-10-0180-01,5,Robbery counts have been revised for the years 1998 to 2007. This change has resulted in an increase of approximately 12% annually in the number of reported robbery incidents for this time period. Use caution when comparing these data with prior years.,Violations,Total robbery
35-10-0180-01,5,Robbery counts have been revised for the years 1998 to 2007. This change has resulted in an increase of approximately 12% annually in the number of reported robbery incidents for this time period. Use caution when comparing these data with prior years.,Violations,Robbery
35-10-0180-01,5,Robbery counts have been revised for the years 1998 to 2007. This change has resulted in an increase of approximately 12% annually in the number of reported robbery incidents for this time period. Use caution when comparing these data with prior years.,Violations,Robbery to steal a firearm
35-10-0180-01,6,Counterfeiting counts have been revised for the years 1998 to 2007. This change has resulted in a significant decrease in counterfeiting incidents over this time period. Use with caution when comparing these data with prior years.,Violations,Counterfeiting
35-10-0180-01,7,There is a break in the time series in the offensive weapons category due to different offences being assigned to the weapons offence codes in 1999. Use with caution when comparing these data with prior years.,Violations,"Offensive weapons, explosives"
35-10-0180-01,7,There is a break in the time series in the offensive weapons category due to different offences being assigned to the weapons offence codes in 1999. Use with caution when comparing these data with prior years.,Violations,"Offensive weapons, prohibited"
35-10-0180-01,7,There is a break in the time series in the offensive weapons category due to different offences being assigned to the weapons offence codes in 1999. Use with caution when comparing these data with prior years.,Violations,"Offensive weapons, restricted"
35-10-0180-01,7,There is a break in the time series in the offensive weapons category due to different offences being assigned to the weapons offence codes in 1999. Use with caution when comparing these data with prior years.,Violations,Firearm transfers or serial numbers
35-10-0180-01,7,There is a break in the time series in the offensive weapons category due to different offences being assigned to the weapons offence codes in 1999. Use with caution when comparing these data with prior years.,Violations,Other offensive weapons
35-10-0180-01,8,"Any increase in disturbing the peace violations may be, in part, attributable to a national data quality initiative undertaken by the Royal Canadian Mounted Police (RCMP) to properly account for the types of offences that are aggregated under this offence.",Violations,Disturb the peace
35-10-0180-01,9,This represents the year-over-year (current year over last year) percentage change in the rate of actual incidents.,Statistics,Percentage change in rate
35-10-0180-01,10,Total persons charged is the total of adults charged and youth charged.,Statistics,"Total, persons charged"
35-10-0180-01,11,"In general, the Uniform Crime Reporting Survey (UCR) counts any adult and youth charged for the year in which the charge was laid. The homicide totals, which come from The Homicide Survey, count any adult or youth charged with a homicide that occurred in the reference year, regardless of when the charge was laid.",Violations,Homicide
35-10-0180-01,11,"In general, the Uniform Crime Reporting Survey (UCR) counts any adult and youth charged for the year in which the charge was laid. The homicide totals, which come from The Homicide Survey, count any adult or youth charged with a homicide that occurred in the reference year, regardless of when the charge was laid.",Violations,"Murder, first degree"
35-10-0180-01,11,"In general, the Uniform Crime Reporting Survey (UCR) counts any adult and youth charged for the year in which the charge was laid. The homicide totals, which come from The Homicide Survey, count any adult or youth charged with a homicide that occurred in the reference year, regardless of when the charge was laid.",Violations,"Murder, second degree"
35-10-0180-01,11,"In general, the Uniform Crime Reporting Survey (UCR) counts any adult and youth charged for the year in which the charge was laid. The homicide totals, which come from The Homicide Survey, count any adult or youth charged with a homicide that occurred in the reference year, regardless of when the charge was laid.",Violations,Manslaughter
35-10-0180-01,11,"In general, the Uniform Crime Reporting Survey (UCR) counts any adult and youth charged for the year in which the charge was laid. The homicide totals, which come from The Homicide Survey, count any adult or youth charged with a homicide that occurred in the reference year, regardless of when the charge was laid.",Violations,Infanticide
35-10-0180-01,12,"Any reference to Police Officer has been changed to read Peace Officer, as per the Canadian Criminal Code. Peace officer refers to any person employed for the preservation and maintenance of the public peace or for the service or execution of civil process. Examples of a Peace Officer are a mayor, warden, police officer, or bailiff constable. Please see the Canadian Criminal Code for a complete list of designates.",Violations,Total assaults against a peace officer
35-10-0180-01,13,"Sexual violations against children is a new crime category with only partial data available prior to 2008. As a result, numbers and rates should not be directly compared to data from previous years.",Violations,Total sexual violations against children
35-10-0180-01,13,"Sexual violations against children is a new crime category with only partial data available prior to 2008. As a result, numbers and rates should not be directly compared to data from previous years.",Violations,Sexual interference
35-10-0180-01,13,"Sexual violations against children is a new crime category with only partial data available prior to 2008. As a result, numbers and rates should not be directly compared to data from previous years.",Violations,Invitation to sexual touching
35-10-0180-01,13,"Sexual violations against children is a new crime category with only partial data available prior to 2008. As a result, numbers and rates should not be directly compared to data from previous years.",Violations,Sexual exploitation
35-10-0180-01,13,"Sexual violations against children is a new crime category with only partial data available prior to 2008. As a result, numbers and rates should not be directly compared to data from previous years.",Violations,Luring a child via a computer
35-10-0180-01,14,"In 2002, legislative changes were made to include the use of the Internet for the purpose of committing child pornography offences. As such, the percent change in this offence is calculated from 2003 to 2009.",Violations,Child Sexual Abuse and Exploitation Material (Possessing or Accessing)
35-10-0180-01,15,"In January 2010, the Uniform Crime Reporting Survey (UCR) was modified to create new violation codes for identity fraud and identity theft. Prior to 2010, those offences would have been coded as fraud.",Violations,Fraud
35-10-0180-01,15,"In January 2010, the Uniform Crime Reporting Survey (UCR) was modified to create new violation codes for identity fraud and identity theft. Prior to 2010, those offences would have been coded as fraud.",Violations,Identity theft
35-10-0180-01,15,"In January 2010, the Uniform Crime Reporting Survey (UCR) was modified to create new violation codes for identity fraud and identity theft. Prior to 2010, those offences would have been coded as fraud.",Violations,Identity fraud
35-10-0180-01,16,"Historically police services have reported kidnapping and forcible confinement under a single combined violation code. In 2008 the Incident-based Uniform Crime Reporting Survey (UCR2) introduced separate codes for these violations which police services utilize as their Records Management Systems are updated to allow them. As a result, comparison with previous years should be done with caution.",Violations,Forcible confinement or kidnapping
35-10-0180-01,16,"Historically police services have reported kidnapping and forcible confinement under a single combined violation code. In 2008 the Incident-based Uniform Crime Reporting Survey (UCR2) introduced separate codes for these violations which police services utilize as their Records Management Systems are updated to allow them. As a result, comparison with previous years should be done with caution.",Violations,Kidnapping
35-10-0180-01,16,"Historically police services have reported kidnapping and forcible confinement under a single combined violation code. In 2008 the Incident-based Uniform Crime Reporting Survey (UCR2) introduced separate codes for these violations which police services utilize as their Records Management Systems are updated to allow them. As a result, comparison with previous years should be done with caution.",Violations,Forcible confinement
35-10-0180-01,16,"Historically police services have reported kidnapping and forcible confinement under a single combined violation code. In 2008 the Incident-based Uniform Crime Reporting Survey (UCR2) introduced separate codes for these violations which police services utilize as their Records Management Systems are updated to allow them. As a result, comparison with previous years should be done with caution.",Violations,Total forcible confinement or kidnapping
35-10-0180-01,17,"In 2009, legislation was introduced to create the offences of assault with a weapon or causing bodily harm to a peace officer (level 2) and aggravated assault to a peace officer (level 3). The introduction of these new codes into the Uniform Crime Reporting Survey (UCR) created a system anomaly which resulted in some non-peace officer assaults being coded as peace officer assaults in 2010. Comparisons to 2010 should be made with caution.",Violations,Total assaults against a peace officer
35-10-0180-01,18,"For the period from 1998 to 2007 Incident-based Uniform Crime Reporting Survey (UCR2) data on criminal harassment are not available for all respondents. In order to report this violation for police services still reporting to the aggregate Uniform Crime Reporting Survey (UCR) over this time, a process of imputation was applied to derive counts using the distribution of 'other' Criminal Code offences from existing Incident-based Uniform Crime Reporting Survey (UCR2) respondents.",Violations,Criminal harassment
35-10-0180-01,19,Data on youth charged and youth not charged may include a small number of people under the age of 12.,Statistics,"Total, youth charged"
35-10-0180-01,19,Data on youth charged and youth not charged may include a small number of people under the age of 12.,Statistics,"Total, youth not charged"
35-10-0180-01,20,"Data for youth charged and youth not charged for impaired driving are not available prior to 2007. As a result, comparisons of Total all violations and Total Criminal Code violations (including traffic) over time should be made with caution.",Statistics,"Total, youth charged"
35-10-0180-01,20,"Data for youth charged and youth not charged for impaired driving are not available prior to 2007. As a result, comparisons of Total all violations and Total Criminal Code violations (including traffic) over time should be made with caution.",Statistics,"Total, youth not charged"
35-10-0180-01,21,"In April 2011, legislation came into effect making it an offence to traffic in property obtained by crime, including possession with intent to traffic property obtained by crime. In addition to creating new Uniform Crime Reporting Survey (UCR) violation codes to capture these offences, the existing UCR violation code pertaining to possession of stolen property was modified. The UCR now separates possession of stolen property into possession of stolen property under $5,000 and possession of stolen property over $5,000 in order to be more in line with the Criminal Code of Canada. As a result of this change, a number of incidents of possession of stolen property under $5,000 are now being reported as secondary offences when they occur in conjunction with more serious offences, leading to a decrease in the number of possession of stolen property incidents reported in 2011.",Violations,Total possession of stolen property
35-10-0180-01,21,"In April 2011, legislation came into effect making it an offence to traffic in property obtained by crime, including possession with intent to traffic property obtained by crime. In addition to creating new Uniform Crime Reporting Survey (UCR) violation codes to capture these offences, the existing UCR violation code pertaining to possession of stolen property was modified. The UCR now separates possession of stolen property into possession of stolen property under $5,000 and possession of stolen property over $5,000 in order to be more in line with the Criminal Code of Canada. As a result of this change, a number of incidents of possession of stolen property under $5,000 are now being reported as secondary offences when they occur in conjunction with more serious offences, leading to a decrease in the number of possession of stolen property incidents reported in 2011.",Violations,Total trafficking in stolen property
35-10-0180-01,22,"In April 2011, legislation came into effect making it an offence to traffic in property obtained by crime, including possession with intent to traffic property obtained by crime. The Uniform Crime Reporting Survey (UCR) introduced two new violations codes to collect this information. They are Trafficking in Stolen Goods over $5,000 (including possession with intent to traffic) and Trafficking in Stolen Goods under $5,000 (including possession with intent to traffic).",Violations,Total trafficking in stolen property
35-10-0180-01,23,"In 2011, the Controlled Drugs and Substances Act was amended to make it illegal for anyone to possess, produce, sell or import anything knowing it will be used to produce or traffic in crystal meth or ecstasy. The Uniform Crime Reporting Survey (UCR) introduced a new violation code to collect this information.",Violations,"Possession, sale, etc., for use in production of or trafficking in substance"
35-10-0180-01,24,"In 2011, the Criminal Code was amended to make it illegal for anyone to alter, destroy or remove a Vehicle Identification Number (VIN). The Uniform Crime Reporting Survey (UCR) introduced a new violation code to collect this information.",Violations,"Altering, removing or destroying Vehicle Identification Number (VIN)"
35-10-0180-01,25,Detailed information of this category is available upon request.,Violations,Total possession of stolen property
35-10-0180-01,25,Detailed information of this category is available upon request.,Violations,Total theft of motor vehicle
35-10-0180-01,25,Detailed information of this category is available upon request.,Violations,Total fail to stop or remain
35-10-0180-01,25,Detailed information of this category is available upon request.,Violations,Total Immigration and Refugee Protection Act
35-10-0180-01,25,Detailed information of this category is available upon request.,Violations,Total trafficking in stolen property
35-10-0180-01,26,"During the revision of 2001 data for the province of Ontario, a discrepancy in methodology applied by the forces in the province using the Ontario Municipal and Provincial Police Automated Co-operative (OMPPAC) system was detected. These forces report approximately one-third of the total criminal incidents for the province and include the Ontario Provincial Police and about 60 small and mid-sized municipal forces. This discrepancy resulted in an over-count of less serious criminal incidents. During 2003 and 2004, the Canadian Centre for Justice Statistics (CCJS) consulted with affected police services and analyzed both historical Aggregate Uniform Crime Reporting Survey (UCR) data and more recent Incident-based Uniform Crime Reporting Survey (UCR2) microdata to determine the impact of this over-reporting. The effect at the Canada level was, on average, 1% per year from 1977 to 2000. This over-counting peaked in 1991, where it was estimated that the total crime rate for the country was over-estimated by approximately 1.8%. However, the overall historical trend changed very little. The impact in Ontario is more noticeable, but the overall trend is still very similar. On average, the effect was 2% to 3% per year, with the biggest change occurring in 1991, where the Ontario crime rate is 5% lower as a result of the adjustment. For further information, refer to the report:<a href=""https://www.statcan.gc.ca/imdb-bmdi/document/3302_D13_T9_V1-eng.pdf"" rel=""external noopener noreferrer"" target=""_blank"">Summary of Historical Adjustments to Crime Data for Ontario 1977-2000 (opens new window)</a>.",Geography,Ontario [35]
35-10-0180-01,27,"With the release of 2012 data, revised population estimates at the respondent level were applied back to and including 2004.",,
35-10-0180-01,28,"In August 2012, legislation came into effect making it an offence to make sexually explicit material available to a child for the purpose of facilitating sexual offences against children/youth. The Uniform Crime Reporting Survey (UCR) introduced a new violation code to collect this information.",Violations,Making sexually explicit material available to children
35-10-0180-01,29,"Ottawa numbers also include child pornography incidents reported by the National Child Exploitation Crime Centre of the Royal Canadian Mounted Police (RCMP) which is located in the City of Ottawa. The Centre responds to internet-facilitated sexual abuse cases nationally. Therefore, while the incidents are detected by the RCMP Centre located in Ottawa and appear in Ottawa's crime statistics, the incidents themselves or the offenders are not limited to the city of Ottawa.",Geography,"Ottawa, Ontario, municipal [35207]"
35-10-0180-01,29,"Ottawa numbers also include child pornography incidents reported by the National Child Exploitation Crime Centre of the Royal Canadian Mounted Police (RCMP) which is located in the City of Ottawa. The Centre responds to internet-facilitated sexual abuse cases nationally. Therefore, while the incidents are detected by the RCMP Centre located in Ottawa and appear in Ottawa's crime statistics, the incidents themselves or the offenders are not limited to the city of Ottawa.",Violations,Child Sexual Abuse and Exploitation Material (Possessing or Accessing)
35-10-0180-01,30,"Police reported statistics may be affected by differences in the way police services deal with minor offences. In some instances, police or municipalities might chose to deal with some minor offences using municipal by-laws or provincial provisions rather than Criminal Code provisions. Counts are based on the most serious violation in the incident.",,
35-10-0180-01,31,"Crime data for 2012 are estimates. Therefore, please use caution when comparing these data with previous years.",Geography,"South Simcoe (Innisfil), Ontario, municipal [35275]"
35-10-0180-01,32,"Due to the complexity of these incidents, the data likely reflect the number of active or closed investigations for the year rather than the total number of incidents reported to police.",Violations,Child Sexual Abuse and Exploitation Material (Possessing or Accessing)
35-10-0180-01,32,"Due to the complexity of these incidents, the data likely reflect the number of active or closed investigations for the year rather than the total number of incidents reported to police.",Violations,Child Sexual Abuse and Exploitation Material (Making or Distributing)
35-10-0180-01,33,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"Northumberland (Brighton), Ontario, Ontario Provincial Police, municipal [35016]"
35-10-0180-01,33,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"Lennox and Addington County (Greater Napanee), Ontario, Ontario Provincial Police, municipal [35097]"
35-10-0180-01,33,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"Kawartha Lakes, Ontario, municipal [35157]"
35-10-0180-01,33,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"Southern Georgian Bay (Penetanguishene), Ontario, Ontario Provincial Police, municipal [35469]"
35-10-0180-01,33,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"Penitentiary Squad, Ontario, Ontario Provincial Police, rural [35492]"
35-10-0180-01,33,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"South Porcupine, Ontario, Ontario Provincial Police, rural [35580]"
35-10-0180-01,34,"Previous to 2014, Greater Sudbury (35290) would record only those incidents where a search warrant was obtained and a charge related to child pornography was laid. As of 2014, reporting practices have changed to include all information of IP addresses with links to child pornography for information gathering and intelligence purposes. Therefore, comparisons with previous years should be made with caution.",Geography,"Greater Sudbury, Ontario, municipal [35290]"
35-10-0180-01,35,"Starting in 2003, populations for all police services including all rural/provincial detachments have been presented. Prior to 2003, populations for rural detachments are not available.",,
35-10-0180-01,36,"In 2014, legislation was introduced to create the offence of Mischief to war memorials (Bill C-217).  The offence of mischief in relation to cultural property was also introduced as a result of this legislation.  Police services are able to utilise these codes as their Records Management Systems are updated to allow them.  As a result, these data may be under-counted and should therefore be interpreted with caution.",Violations,Total mischief
35-10-0180-01,36,"In 2014, legislation was introduced to create the offence of Mischief to war memorials (Bill C-217).  The offence of mischief in relation to cultural property was also introduced as a result of this legislation.  Police services are able to utilise these codes as their Records Management Systems are updated to allow them.  As a result, these data may be under-counted and should therefore be interpreted with caution.",Violations,Mischief in relation to cultural property
35-10-0180-01,36,"In 2014, legislation was introduced to create the offence of Mischief to war memorials (Bill C-217).  The offence of mischief in relation to cultural property was also introduced as a result of this legislation.  Police services are able to utilise these codes as their Records Management Systems are updated to allow them.  As a result, these data may be under-counted and should therefore be interpreted with caution.",Violations,Mischief relating to war memorials
35-10-0180-01,37,"Bill C-36 came into effect in December 2014. The new legislation targets ""the exploitation that is inherent in prostitution and the risks of violence posed to those who engage in it"" (Criminal Code Chapter 25, preamble). New violations classified as ”Offences in Relation to Sexual Services” under ""violations against the person"" include: the purchasing of sexual services or communicating for that purpose, receiving a material benefit deriving from the purchase of sexual services, procuring of persons for the purpose of prostitution, and advertising sexual services offered for sale. In addition, a number of other offences related to prostitution continue to be considered non-violent offences and are classified under ""Other Criminal Code offences"". These include communicating to provide sexual services for consideration, and; offences related to impeding traffic to buy or sell sexual services. At the same time, the survey was amended to classify the violations codes of Parent or guardian procuring sexual activity, and Householder permitting prohibited sexual activity under ""violations against the person"". The following violations officially expired on December 05, 2014: bawdy house, living off the avails of prostitution of a person under 18, procuring, obtains/communicates with a person under 18 for purpose of sex, and other prostitution. Police services are able to utilize these codes as their Records Management Systems are updated to allow it. As a result, these data should be interpreted with caution.",Violations,Total prostitution
35-10-0180-01,37,"Bill C-36 came into effect in December 2014. The new legislation targets ""the exploitation that is inherent in prostitution and the risks of violence posed to those who engage in it"" (Criminal Code Chapter 25, preamble). New violations classified as ”Offences in Relation to Sexual Services” under ""violations against the person"" include: the purchasing of sexual services or communicating for that purpose, receiving a material benefit deriving from the purchase of sexual services, procuring of persons for the purpose of prostitution, and advertising sexual services offered for sale. In addition, a number of other offences related to prostitution continue to be considered non-violent offences and are classified under ""Other Criminal Code offences"". These include communicating to provide sexual services for consideration, and; offences related to impeding traffic to buy or sell sexual services. At the same time, the survey was amended to classify the violations codes of Parent or guardian procuring sexual activity, and Householder permitting prohibited sexual activity under ""violations against the person"". The following violations officially expired on December 05, 2014: bawdy house, living off the avails of prostitution of a person under 18, procuring, obtains/communicates with a person under 18 for purpose of sex, and other prostitution. Police services are able to utilize these codes as their Records Management Systems are updated to allow it. As a result, these data should be interpreted with caution.",Violations,Bawdy house
35-10-0180-01,37,"Bill C-36 came into effect in December 2014. The new legislation targets ""the exploitation that is inherent in prostitution and the risks of violence posed to those who engage in it"" (Criminal Code Chapter 25, preamble). New violations classified as ”Offences in Relation to Sexual Services” under ""violations against the person"" include: the purchasing of sexual services or communicating for that purpose, receiving a material benefit deriving from the purchase of sexual services, procuring of persons for the purpose of prostitution, and advertising sexual services offered for sale. In addition, a number of other offences related to prostitution continue to be considered non-violent offences and are classified under ""Other Criminal Code offences"". These include communicating to provide sexual services for consideration, and; offences related to impeding traffic to buy or sell sexual services. At the same time, the survey was amended to classify the violations codes of Parent or guardian procuring sexual activity, and Householder permitting prohibited sexual activity under ""violations against the person"". The following violations officially expired on December 05, 2014: bawdy house, living off the avails of prostitution of a person under 18, procuring, obtains/communicates with a person under 18 for purpose of sex, and other prostitution. Police services are able to utilize these codes as their Records Management Systems are updated to allow it. As a result, these data should be interpreted with caution.",Violations,Living off the avails of prostitution of a person under age 18
35-10-0180-01,37,"Bill C-36 came into effect in December 2014. The new legislation targets ""the exploitation that is inherent in prostitution and the risks of violence posed to those who engage in it"" (Criminal Code Chapter 25, preamble). New violations classified as ”Offences in Relation to Sexual Services” under ""violations against the person"" include: the purchasing of sexual services or communicating for that purpose, receiving a material benefit deriving from the purchase of sexual services, procuring of persons for the purpose of prostitution, and advertising sexual services offered for sale. In addition, a number of other offences related to prostitution continue to be considered non-violent offences and are classified under ""Other Criminal Code offences"". These include communicating to provide sexual services for consideration, and; offences related to impeding traffic to buy or sell sexual services. At the same time, the survey was amended to classify the violations codes of Parent or guardian procuring sexual activity, and Householder permitting prohibited sexual activity under ""violations against the person"". The following violations officially expired on December 05, 2014: bawdy house, living off the avails of prostitution of a person under 18, procuring, obtains/communicates with a person under 18 for purpose of sex, and other prostitution. Police services are able to utilize these codes as their Records Management Systems are updated to allow it. As a result, these data should be interpreted with caution.",Violations,Procuring
35-10-0180-01,37,"Bill C-36 came into effect in December 2014. The new legislation targets ""the exploitation that is inherent in prostitution and the risks of violence posed to those who engage in it"" (Criminal Code Chapter 25, preamble). New violations classified as ”Offences in Relation to Sexual Services” under ""violations against the person"" include: the purchasing of sexual services or communicating for that purpose, receiving a material benefit deriving from the purchase of sexual services, procuring of persons for the purpose of prostitution, and advertising sexual services offered for sale. In addition, a number of other offences related to prostitution continue to be considered non-violent offences and are classified under ""Other Criminal Code offences"". These include communicating to provide sexual services for consideration, and; offences related to impeding traffic to buy or sell sexual services. At the same time, the survey was amended to classify the violations codes of Parent or guardian procuring sexual activity, and Householder permitting prohibited sexual activity under ""violations against the person"". The following violations officially expired on December 05, 2014: bawdy house, living off the avails of prostitution of a person under 18, procuring, obtains/communicates with a person under 18 for purpose of sex, and other prostitution. Police services are able to utilize these codes as their Records Management Systems are updated to allow it. As a result, these data should be interpreted with caution.",Violations,Obtains or communicates with a person under age 18 for purpose of sex
35-10-0180-01,37,"Bill C-36 came into effect in December 2014. The new legislation targets ""the exploitation that is inherent in prostitution and the risks of violence posed to those who engage in it"" (Criminal Code Chapter 25, preamble). New violations classified as ”Offences in Relation to Sexual Services” under ""violations against the person"" include: the purchasing of sexual services or communicating for that purpose, receiving a material benefit deriving from the purchase of sexual services, procuring of persons for the purpose of prostitution, and advertising sexual services offered for sale. In addition, a number of other offences related to prostitution continue to be considered non-violent offences and are classified under ""Other Criminal Code offences"". These include communicating to provide sexual services for consideration, and; offences related to impeding traffic to buy or sell sexual services. At the same time, the survey was amended to classify the violations codes of Parent or guardian procuring sexual activity, and Householder permitting prohibited sexual activity under ""violations against the person"". The following violations officially expired on December 05, 2014: bawdy house, living off the avails of prostitution of a person under 18, procuring, obtains/communicates with a person under 18 for purpose of sex, and other prostitution. Police services are able to utilize these codes as their Records Management Systems are updated to allow it. As a result, these data should be interpreted with caution.",Violations,Other prostitution
35-10-0180-01,37,"Bill C-36 came into effect in December 2014. The new legislation targets ""the exploitation that is inherent in prostitution and the risks of violence posed to those who engage in it"" (Criminal Code Chapter 25, preamble). New violations classified as ”Offences in Relation to Sexual Services” under ""violations against the person"" include: the purchasing of sexual services or communicating for that purpose, receiving a material benefit deriving from the purchase of sexual services, procuring of persons for the purpose of prostitution, and advertising sexual services offered for sale. In addition, a number of other offences related to prostitution continue to be considered non-violent offences and are classified under ""Other Criminal Code offences"". These include communicating to provide sexual services for consideration, and; offences related to impeding traffic to buy or sell sexual services. At the same time, the survey was amended to classify the violations codes of Parent or guardian procuring sexual activity, and Householder permitting prohibited sexual activity under ""violations against the person"". The following violations officially expired on December 05, 2014: bawdy house, living off the avails of prostitution of a person under 18, procuring, obtains/communicates with a person under 18 for purpose of sex, and other prostitution. Police services are able to utilize these codes as their Records Management Systems are updated to allow it. As a result, these data should be interpreted with caution.",Violations,Public communication to sell sexual services
